Gemeente;Code;AmsterdamseCode;Partij;AantalStemmen;AantalZetels;
Brielle;G0501;10232;Democraten 66 (D66);828;2;
Bronckhorst;G1876;11159;CDA;4506;7;
Bronckhorst;G1876;11159;Gemeentebelangen Bronckhorst (GBB);4126;6;
Bronckhorst;G1876;11159;VVD;3110;4;
Bronckhorst;G1876;11159;GROENLINKS;2210;3;
Bronckhorst;G1876;11159;Partij van de Arbeid (P.v.d.A.);1602;2;
Bronckhorst;G1876;11159;Democraten 66 (D66);1555;2;
Bronckhorst;G1876;11159;ChristenUnie-SGP;865;1;
Brummen;G0213;10798;LOKAAL BELANG;2099;4;
Brummen;G0213;10798;VVD;1846;4;
Brummen;G0213;10798;Partij van de Arbeid (P.v.d.A.);1424;3;
Brummen;G0213;10798;GROENLINKS;1422;3;
Brummen;G0213;10798;CDA;1410;3;
Brummen;G0213;10798;Democraten 66 (D66);961;2;
Brunssum;G0899;10533;Burger Belangen Brunssum Lijst Palmen;2726;5;
Brunssum;G0899;10533;PAK (Progressief Akkoord);2103;4;
Brunssum;G0899;10533;VVD;1822;3;
Brunssum;G0899;10533;BCD;1262;2;
Brunssum;G0899;10533;SP (Socialistische Partij);1208;2;
Brunssum;G0899;10533;Lijst Borger;1197;2;
Brunssum;G0899;10533;Partij van de Arbeid (P.v.d.A.);1081;2;
Brunssum;G0899;10533;CDA;919;1;
Bunnik;G0312;10820;Perspectief 21;3502;8;
Bunnik;G0312;10820;CDA;2247;5;
Bunnik;G0312;10820;De Liberalen;1987;4;
Bunschoten;G0313;11343;ChristenUnie;3569;7;
Bunschoten;G0313;11343;VVD;2723;5;
Bunschoten;G0313;11343;CDA;1540;3;
Bunschoten;G0313;11343;Staatkundig Gereformeerde Partij (SGP);1219;2;
Bunschoten;G0313;11343;Christelijke Arbeiders Partij (CAP);994;2;
Bunschoten;G0313;11343;SVP;312;;
Buren;G0214;11286;Gemeentebelangen;4047;8;
Buren;G0214;11286;VVD;2266;4;
Buren;G0214;11286;Protestants Christelijke Groepering;1456;3;
Buren;G0214;11286;Partij van de Arbeid (P.v.d.A.);1222;2;
Buren;G0214;11286;Partij voor de Dieren;1059;2;
Buren;G0214;11286;CDA;928;1;
Buren;G0214;11286;Democraten 66 (D66);766;1;
Capelle aan den IJssel;G0502;11248;Leefbaar Capelle;9601;13;
Capelle aan den IJssel;G0502;11248;VVD;2917;4;
Capelle aan den IJssel;G0502;11248;Democraten 66 (D66);2686;3;
Capelle aan den IJssel;G0502;11248;Staatkundig Gereformeerde Partij (SGP);2104;3;
Capelle aan den IJssel;G0502;11248;Partij van de Arbeid (P.v.d.A.);1920;2;
Capelle aan den IJssel;G0502;11248;SP (Socialistische Partij);1858;2;
Capelle aan den IJssel;G0502;11248;CDA;1726;2;
Capelle aan den IJssel;G0502;11248;ChristenUnie;1555;2;
Capelle aan den IJssel;G0502;11248;GROENLINKS;1486;2;
Capelle aan den IJssel;G0502;11248;JEZUS LEEFT;221;;
Castricum;G0383;11287;VVD;3200;5;
Castricum;G0383;11287;CKenG;2793;4;
Castricum;G0383;11287;CDA;2491;4;
Castricum;G0383;11287;GROENLINKS;2289;3;
Castricum;G0383;11287;De VrijeLijst;1693;2;
Castricum;G0383;11287;Democraten 66 (D66);1600;2;
Castricum;G0383;11287;Gemeente-en Dorpsbelang;1499;2;
Castricum;G0383;11287;Forza! Castricum;1079;1;
Castricum;G0383;11287;Partij van de Arbeid (P.v.d.A.);1065;1;
Castricum;G0383;11287;Socialistische Partij (SP);926;1;
Coevorden;G0109;10383;Belangen Buitengebied Coevorden;5451;9;
Coevorden;G0109;10383;VVD;2461;4;
Coevorden;G0109;10383;CDA;2347;4;
Coevorden;G0109;10383;Partij van de Arbeid (P.v.d.A.);2308;4;
Coevorden;G0109;10383;PAC;1416;2;
Coevorden;G0109;10383;Gemeentebelangen;1113;1;
Coevorden;G0109;10383;Democraten 66 (D66);642;1;
Cranendonck;G1706;10219;CDA;2441;6;
Cranendonck;G1706;10219;Pro6;2239;5;
Cranendonck;G1706;10219;Echte Lokale Aandacht Nu (ELAN);1913;4;
Cranendonck;G1706;10219;Cranendonck Actief!;1172;2;
Cranendonck;G1706;10219;VVD;1074;2;
Cuijk;G1684;10023;Liberaal LVC;2676;5;
Cuijk;G1684;10023;Algemeen Belang Cuijk (ABC-CUIJK);2069;4;
Cuijk;G1684;10023;CDA;1787;3;
Cuijk;G1684;10023;SP (Socialistische Partij);1167;2;
Cuijk;G1684;10023;Democraten 66 (D66);941;2;
Cuijk;G1684;10023;VVD;897;1;
Cuijk;G1684;10023;Partij van de Arbeid (P.v.d.A.);743;1;
Cuijk;G1684;10023;GROENLINKS;497;1;
Cuijk;G1684;10023;PLC (Progressief Leefbaar Cuijk);443;;
Culemborg;G0216;10342;GROENLINKS;2306;4;
Culemborg;G0216;10342;VVD;2007;4;
Culemborg;G0216;10342;Culemborg Van Nu;1934;3;
Culemborg;G0216;10342;Democraten 66 (D66);1921;3;
Culemborg;G0216;10342;CDA;1026;2;
Culemborg;G0216;10342;ChristenUnie;1015;2;
Culemborg;G0216;10342;Partij van de Arbeid (P.v.d.A.);883;1;
Culemborg;G0216;10342;SP (Socialistische Partij);733;1;
Culemborg;G0216;10342;Blanco lijst 8;547;1;
Culemborg;G0216;10342;Blanco lijst 9;42;;
Dalfsen;G0148;11007;Gemeentebelangen;5297;9;
Dalfsen;G0148;11007;CDA;3520;5;
Dalfsen;G0148;11007;ChristenUnie;2270;3;
Dalfsen;G0148;11007;Partij van de Arbeid (P.v.d.A.);1261;2;
Dalfsen;G0148;11007;VVD;1121;1;
Dalfsen;G0148;11007;Democraten 66 (D66);1111;1;
Dalfsen;G0148;11007;LP (Libertarische Partij);142;;
Dantumadiel;G1891;10650;CDA;2441;5;
Dantumadiel;G1891;10650;Gemeentebelangen Dantumadiel;1523;3;
Dantumadiel;G1891;10650;Sociaal Links;1433;3;
Dantumadiel;G1891;10650;ChristenUnie;1274;3;
Dantumadiel;G1891;10650;FNP;613;1;
Dantumadiel;G1891;10650;Staatkundig Gereformeerde Partij (SGP);600;1;
Dantumadiel;G1891;10650;VVD;429;1;
De Bilt;G0310;10168;VVD;3457;5;
De Bilt;G0310;10168;GROENLINKS;3047;4;
De Bilt;G0310;10168;Democraten 66 (D66);3003;4;
De Bilt;G0310;10168;Beter De Bilt;2669;3;
De Bilt;G0310;10168;CDA;2353;3;
De Bilt;G0310;10168;Forza De Bilt;1789;2;
De Bilt;G0310;10168;Partij van de Arbeid (P.v.d.A.);1616;2;
De Bilt;G0310;10168;Staatkundig Gereformeerde Partij (SGP);1143;1;
De Bilt;G0310;10168;Bilts Belang;1089;1;
De Bilt;G0310;10168;SP (Socialistische Partij);1042;1;
De Bilt;G0310;10168;ChristenUnie;815;1;
De Fryske Marren;G1940;10022;CDA;5531;8;
De Fryske Marren;G1940;10022;FNP;4649;7;
De Fryske Marren;G1940;10022;VVD;2945;4;
De Fryske Marren;G1940;10022;Partij van de Arbeid (P.v.d.A.);2854;4;
De Fryske Marren;G1940;10022;GROENLINKS;1971;2;
De Fryske Marren;G1940;10022;Democraten 66 (D66);1648;2;
De Fryske Marren;G1940;10022;Nieuwe Communistische Partij-NCPN;1464;2;
De Fryske Marren;G1940;10022;ChristenUnie;1311;1;
De Fryske Marren;G1940;10022;Burgerpartij De Fryske Marren;871;1;
De Ronde Venen;G0736;11379;CDA;4241;6;
De Ronde Venen;G0736;11379;VVD;3716;5;
De Ronde Venen;G0736;11379;Ronde Venen Belang;3280;4;
De Ronde Venen;G0736;11379;Democraten 66 (D66);2769;4;
De Ronde Venen;G0736;11379;Senioren Partij De Ronde Venen;2553;3;
De Ronde Venen;G0736;11379;P.v.d.A./GROENLINKS;2371;3;
De Ronde Venen;G0736;11379;ChristenUnie-SGP;1204;1;
De Ronde Venen;G0736;11379;Lijst 8 Kernen;687;1;
De Wolden;G1690;10262;Gemeentebelangen;4648;8;
De Wolden;G1690;10262;VVD;2281;4;
De Wolden;G1690;10262;CDA;1810;3;
De Wolden;G1690;10262;Partij van de Arbeid (P.v.d.A.);1045;1;
De Wolden;G1690;10262;GROENLINKS;999;1;
De Wolden;G1690;10262;Democraten 66 (D66);754;1;
De Wolden;G1690;10262;ChristenUnie;733;1;
Delft;G0503;10928;GROENLINKS;7162;7;
Delft;G0503;10928;Studenten Techniek In Politiek (STIP);6677;6;
Delft;G0503;10928;Democraten 66 (D66);6110;5;
Delft;G0503;10928;Onafhankelijk Delft;5311;5;
Delft;G0503;10928;VVD;4007;3;
Delft;G0503;10928;CDA;3737;3;
Delft;G0503;10928;SP (Socialistische Partij);3503;3;
Delft;G0503;10928;Partij van de Arbeid (P.v.d.A.);3289;3;
Delft;G0503;10928;ChristenUnie;2682;2;
Delft;G0503;10928;Stadsbelangen;2600;2;
Delfzijl;G0010;10976;Fractie 2014;1641;4;
Delfzijl;G0010;10976;ChristenUnie;1448;3;
Delfzijl;G0010;10976;Lijst Stulp;1381;3;
Delfzijl;G0010;10976;VVD;1160;3;
Delfzijl;G0010;10976;Partij van de Arbeid (P.v.d.A.);799;2;
Delfzijl;G0010;10976;CDA;744;1;
Delfzijl;G0010;10976;Seniorenpartij Delfzijl;676;1;
Delfzijl;G0010;10976;PVV (Partij voor de Vrijheid);641;1;
Delfzijl;G0010;10976;GROENLINKS;613;1;
Delfzijl;G0010;10976;Democraten 66 (D66);331;;
Delfzijl;G0010;10976;Socialistisch Delfzijl;187;;
Delfzijl;G0010;10976;Partij 5 voor 12;149;;
Den Helder;G0400;10285;Beter voor Den Helder;3500;6;
Den Helder;G0400;10285;CDA;2898;5;
Den Helder;G0400;10285;VVD;2687;4;
Den Helder;G0400;10285;PVV (Partij voor de Vrijheid);1708;3;
Den Helder;G0400;10285;Democraten 66 (D66);1622;2;
Den Helder;G0400;10285;SENIORENPARTIJ;1549;2;
Den Helder;G0400;10285;Stadspartij Den Helder;1484;2;
Den Helder;G0400;10285;ChristenUnie;1470;2;
Den Helder;G0400;10285;Partij van de Arbeid (P.v.d.A.);1374;2;
Den Helder;G0400;10285;GROENLINKS;1011;1;
Den Helder;G0400;10285;Behoorlijk Bestuur;811;1;
Den Helder;G0400;10285;GEMEENTEBELANGEN DEN HELDER;605;1;
Den Helder;G0400;10285;Sociaal Lokaal Den Helder;450;;
Den Helder;G0400;10285;Helder Onafhankelijk!;394;;
Den Helder;G0400;10285;Vrije Socialisten;237;;
Deurne;G0762;10379;Politieke Partij DOE!;3430;6;
Deurne;G0762;10379;DeurneNU;2733;5;
Deurne;G0762;10379;CDA;2452;4;
Deurne;G0762;10379;VVD;2112;3;
Deurne;G0762;10379;Transparant Deurne;1626;2;
Deurne;G0762;10379;PROGRESSIEF AKKOORD/GROENLINKS;1441;2;
Deurne;G0762;10379;Partij van de Arbeid (P.v.d.A.);724;1;
Deventer;G0150;10899;Gemeentebelang;7108;7;
Deventer;G0150;10899;Partij van de Arbeid (P.v.d.A.);6831;6;
Deventer;G0150;10899;VVD;6139;6;
Deventer;G0150;10899;GROENLINKS;5936;5;
Deventer;G0150;10899;Democraten 66 (D66);4314;4;
Deventer;G0150;10899;Deventer Belang;3728;3;
Deventer;G0150;10899;CDA;2677;2;
Deventer;G0150;10899;DENK;2026;1;
Deventer;G0150;10899;ChristenUnie;1827;1;
Deventer;G0150;10899;Deventer Sociaal;1249;1;
Deventer;G0150;10899;DeventerNU;1166;1;
Deventer;G0150;10899;ASP (Atheïstisch Seculiere Partij);481;;
Deventer;G0150;10899;NIEUW-LINKS;452;;
Diemen;G0384;11039;GROENLINKS;2391;5;
Diemen;G0384;11039;Democraten 66 (D66);1935;4;
Diemen;G0384;11039;VVD;1591;3;
Diemen;G0384;11039;Partij van de Arbeid (P.v.d.A.);1359;3;
Diemen;G0384;11039;Ouderenpartij Diemen;1103;2;
Diemen;G0384;11039;Leefbaar Diemen;822;2;
Diemen;G0384;11039;Ons Diemen;770;1;
Diemen;G0384;11039;CDA;696;1;
Diemen;G0384;11039;P.v.d.O.;344;;
Dinkelland;G1774;10245;CDA;4981;8;
Dinkelland;G1774;10245;Lokaal Dinkelland;4675;7;
Dinkelland;G1774;10245;VVD;1763;3;
Dinkelland;G1774;10245;Democraten 66 (D66);879;1;
Dinkelland;G1774;10245;GROENLINKS;657;1;
Dinkelland;G1774;10245;Partij van de Arbeid (P.v.d.A.);621;1;
Doesburg;G0221;10327;Stadspartij Doesburg;1386;4;
Doesburg;G0221;10327;PvdA/GROENLINKS;1030;3;
Doesburg;G0221;10327;SP (Socialistische Partij);834;2;
Doesburg;G0221;10327;VVD;673;2;
Doesburg;G0221;10327;Democraten 66 (D66);618;2;
Doesburg;G0221;10327;CDA;609;2;
Doetinchem;G0222;10396;CDA;4722;7;
Doetinchem;G0222;10396;Partij van de Arbeid (P.v.d.A.);2802;4;
Doetinchem;G0222;10396;VVD;2765;4;
Doetinchem;G0222;10396;SP (Socialistische Partij);2660;4;
Doetinchem;G0222;10396;Democraten 66 (D66);2497;4;
Doetinchem;G0222;10396;GROENLINKS;2000;3;
Doetinchem;G0222;10396;Gemeentebelangen Doetinchem;1809;2;
Doetinchem;G0222;10396;ChristenUnie-SGP;1127;1;
Doetinchem;G0222;10396;Lokaal Belang Doetinchem;1092;1;
Doetinchem;G0222;10396;PvLM;1041;1;
Doetinchem;G0222;10396;Partij voor Mens en Milieu (PMM);334;;
Doetinchem;G0222;10396;Blanco lijst 11;304;;
Dongen;G0766;11412;Volkspartij Dongen;3025;7;
Dongen;G0766;11412;Partij van de Arbeid (P.v.d.A.);1581;3;
Dongen;G0766;11412;CDA;1575;3;
Dongen;G0766;11412;VVD;1561;3;
Dongen;G0766;11412;Democraten 66 (D66);1413;3;
Dongen;G0766;11412;De Ouderenpartij voor Dongen;819;2;
Dongen;G0766;11412;Blanco lijst 5;392;;
Dordrecht;G0505;11157;Beter Voor Dordt;8779;8;
Dordrecht;G0505;11157;VVD;5764;5;
Dordrecht;G0505;11157;CDA;4830;4;
Dordrecht;G0505;11157;Democraten 66 (D66);4729;4;
Dordrecht;G0505;11157;GROENLINKS;4582;4;
Dordrecht;G0505;11157;ChristenUnie-SGP;4301;4;
Dordrecht;G0505;11157;PVV (Partij voor de Vrijheid);3675;3;
Dordrecht;G0505;11157;SP (Socialistische Partij);2919;2;
Dordrecht;G0505;11157;Verenigde Senioren Partij;2874;2;
Dordrecht;G0505;11157;Partij van de Arbeid (P.v.d.A.);2605;2;
Dordrecht;G0505;11157;Gewoon Dordt;1560;1;
Dordrecht;G0505;11157;Dordtse Partij;899;;
Dordrecht;G0505;11157;Blanco lijst 10;187;;
Drechterland;G0498;10642;CDA;2835;6;
Drechterland;G0498;10642;VVD;1796;3;
Drechterland;G0498;10642;Gemeentebelangen Drechterland;1434;3;
Drechterland;G0498;10642;Progressief Drechterland;1431;3;
Drechterland;G0498;10642;Senioren Partij Drechterland;1187;2;
Drimmelen;G1719;10258;LIJST HARRY BAKKER;3843;7;
Drimmelen;G1719;10258;VVD;2270;4;
Drimmelen;G1719;10258;Combinatie Algemeen Belang;2062;4;
Drimmelen;G1719;10258;Groen Drimmelen (VP/D66);1696;3;
Drimmelen;G1719;10258;CDA;964;1;
Drimmelen;G1719;10258;Partij van de Arbeid (P.v.d.A.);747;1;
Drimmelen;G1719;10258;Gemeentebelangen;635;1;
Dronten;G0303;10210;VVD;3849;7;
Dronten;G0303;10210;CDA;3567;6;
Dronten;G0303;10210;Leefbaar Dronten;2120;4;
Dronten;G0303;10210;ChristenUnie;2109;3;
Dronten;G0303;10210;Democraten 66 (D66);1578;2;
Dronten;G0303;10210;GROENLINKS;1530;2;
Dronten;G0303;10210;SP (Socialistische Partij);1512;2;
Dronten;G0303;10210;Partij van de Arbeid (P.v.d.A.);963;1;
Dronten;G0303;10210;JEZUS LEEFT;176;;
Druten;G0225;10068;Kernachtig Druten;2625;5;
Druten;G0225;10068;Dorpslijst Puiflijk/Druten-Zuid;1642;3;
Druten;G0225;10068;Welzijn Druten;906;2;
Druten;G0225;10068;Dorpslijst Afferden;844;2;
Druten;G0225;10068;Sociaal Maas en Waal;781;2;
Druten;G0225;10068;Dorpslijst Deest;721;1;
Druten;G0225;10068;Dorpslijst Horssen;711;1;
Druten;G0225;10068;CDA;487;1;
Duiven;G0226;11028;LOKAAL ALTERNATIEF;3256;7;
Duiven;G0226;11028;VVD;1558;3;
Duiven;G0226;11028;CDA;1392;3;
Duiven;G0226;11028;SP (Socialistische Partij);1284;3;
Duiven;G0226;11028;GROENLINKS;887;2;
Duiven;G0226;11028;Democraten 66 (D66);754;1;
Duiven;G0226;11028;Pro Duiven;732;1;
Duiven;G0226;11028;Partij van de Arbeid (P.v.d.A.);575;1;
Echt-Susteren;G1711;10941;LIJST SAMENWERKING;4660;7;
Echt-Susteren;G1711;10941;CDA;4174;6;
Echt-Susteren;G1711;10941;Partij Nieuw Echt-Susteren (PNES);3345;5;
Echt-Susteren;G1711;10941;Democraten Echt-Susteren;1915;3;
Echt-Susteren;G1711;10941;GROENLINKS;1089;1;
Echt-Susteren;G1711;10941;Partij van de Arbeid (P.v.d.A.);612;1;
Ede;G0228;10743;Staatkundig Gereformeerde Partij (SGP);8626;7;
Ede;G0228;10743;ChristenUnie;8073;6;
Ede;G0228;10743;CDA;7421;6;
Ede;G0228;10743;Gemeente Belangen;7075;5;
Ede;G0228;10743;VVD;5233;4;
Ede;G0228;10743;GROENLINKS;5221;4;
Ede;G0228;10743;Democraten 66 (D66);3656;3;
Ede;G0228;10743;Burgerbelangen;3299;2;
Ede;G0228;10743;Partij van de Arbeid (P.v.d.A.);2316;1;
Ede;G0228;10743;Democratische Kiezers Ede;1511;1;
Ede;G0228;10743;65pluspartij;717;;
Ede;G0228;10743;Gereformeerde Beginsel Partij (GBP);530;;
Ede;G0228;10743;Evenwicht;450;;
Eemnes;G0317;10248;Dorpsbelang;1926;5;
Eemnes;G0317;10248;CDA;1013;3;
Eemnes;G0317;10248;VVD;811;2;
Eemnes;G0317;10248;Partij van de Arbeid (P.v.d.A.);570;2;
Eemnes;G0317;10248;Democraten 66 (D66);486;1;
Eersel;G0770;10741;Eersel Samen Anders;3270;7;
Eersel;G0770;10741;CDA;1558;3;
Eersel;G0770;10741;PvdA-GROENLINKS;1142;2;
Eersel;G0770;10741;VVD;1088;2;
Eersel;G0770;10741;Democraten 66 (D66);783;2;
Eersel;G0770;10741;Kernbeleid;443;1;
Eijsden-Margraten;G1903;11243;CDA;4924;8;
Eijsden-Margraten;G1903;11243;Eijsden Margraten Lokaal (PGE-M & SVM);3933;7;
Eijsden-Margraten;G1903;11243;VVD;1447;2;
Eijsden-Margraten;G1903;11243;GROENLINKS;1183;2;
Eijsden-Margraten;G1903;11243;Partij van de Arbeid (P.v.d.A.);1105;1;
Eijsden-Margraten;G1903;11243;Democraten 66 (D66);763;1;
Eindhoven;G0772;11298;VVD;12275;7;
Eindhoven;G0772;11298;GROENLINKS;12044;7;
Eindhoven;G0772;11298;Partij van de Arbeid (P.v.d.A.);10180;6;
Eindhoven;G0772;11298;Democraten 66 (D66);9735;6;
Eindhoven;G0772;11298;CDA;9514;6;
Eindhoven;G0772;11298;SP (Socialistische Partij);6609;4;
Eindhoven;G0772;11298;Ouderen Appèl Eindhoven;4647;2;
Eindhoven;G0772;11298;Lijst Pim Fortuyn Eindhoven;3353;2;
Eindhoven;G0772;11298;50PLUS;3249;2;
Eindhoven;G0772;11298;DENK;2864;1;
Eindhoven;G0772;11298;'leefbaar eindhoven';2294;1;
Eindhoven;G0772;11298;ChristenUnie;1955;1;
Eindhoven;G0772;11298;Brede Beweging LinksOm (BBL);1585;;
Eindhoven;G0772;11298;Forum 0veertig;976;;
Eindhoven;G0772;11298;Stratums Belang;965;;
Eindhoven;G0772;11298;Blanco lijst 15;749;;
Elburg;G0230;11113;ChristenUnie;2586;5;
Elburg;G0230;11113;Algemeen Belang;2292;4;
Elburg;G0230;11113;Staatkundig Gereformeerde Partij (SGP);1702;3;
Elburg;G0230;11113;VVD;1528;2;
Elburg;G0230;11113;CDA;1482;2;
Elburg;G0230;11113;Elburg Beleid;1102;2;
Elburg;G0230;11113;Partij van de Arbeid (P.v.d.A.);666;1;
Elburg;G0230;11113;Democraten 66 (D66);398;;
Emmen;G0114;11180;Wakker Emmen;11398;11;
Emmen;G0114;11180;Partij van de Arbeid (P.v.d.A.);7173;7;
Emmen;G0114;11180;CDA;5041;5;
Emmen;G0114;11180;PVV (Partij voor de Vrijheid);3520;3;
Emmen;G0114;11180;VVD;3122;3;
Emmen;G0114;11180;SP (Socialistische Partij);2545;2;
Emmen;G0114;11180;LEF!;2247;2;
Emmen;G0114;11180;ChristenUnie;2042;2;
Emmen;G0114;11180;Democraten 66 (D66);1977;2;
Emmen;G0114;11180;GROENLINKS;1798;1;
Emmen;G0114;11180;50PLUS;1329;1;
Emmen;G0114;11180;Jongeren Aan Zet!;916;;
Emmen;G0114;11180;Drentse Ouderen Partij (DOP);873;;
Emmen;G0114;11180;Senioren Belang Noord;699;;
Enkhuizen;G0388;10729;SP (Socialistische Partij);1749;4;
Enkhuizen;G0388;10729;VVD;1024;2;
Enkhuizen;G0388;10729;CDA;930;2;
Enkhuizen;G0388;10729;Democraten 66 (D66);852;2;
Enkhuizen;G0388;10729;Nieuw Enkhuizen;846;2;
Enkhuizen;G0388;10729;Partij van de Arbeid (P.v.d.A.);710;2;
Enkhuizen;G0388;10729;Het Enkhuizer Alternatief;623;1;
Enkhuizen;G0388;10729;ChristenUnie-SGP;452;1;
Enkhuizen;G0388;10729;Voor Enkhuizen;433;1;
Enschede;G0153;10364;Burgerbelangen Enschede (BBE);9905;7;
Enschede;G0153;10364;Democraten 66 (D66);6896;5;
Enschede;G0153;10364;VVD;6771;4;
Enschede;G0153;10364;CDA;6681;4;
Enschede;G0153;10364;GROENLINKS;6611;4;
Enschede;G0153;10364;Partij van de Arbeid (P.v.d.A.);5630;4;
Enschede;G0153;10364;SP (Socialistische Partij);4720;3;
Enschede;G0153;10364;PVV (Partij voor de Vrijheid);4234;3;
Enschede;G0153;10364;ChristenUnie;3953;2;
Enschede;G0153;10364;DENK;2306;1;
Enschede;G0153;10364;EnschedeAnders.nl;2299;1;
Enschede;G0153;10364;Democratisch Platform Enschede;1521;1;
Enschede;G0153;10364;OPA;1213;;
Enschede;G0153;10364;Liberaal053;180;;
Epe;G0232;10940;Nieuwe Lijn;3487;6;
Epe;G0232;10940;CDA;2801;4;
Epe;G0232;10940;VVD;2315;3;
Epe;G0232;10940;SGP-ChristenUnie;1936;3;
Epe;G0232;10940;Democraten 66 (D66);1282;2;
Epe;G0232;10940;GROENLINKS;1237;2;
Epe;G0232;10940;Partij van de Arbeid (P.v.d.A.);1010;1;
Epe;G0232;10940;Gemeentebelangen Epe;878;1;
Epe;G0232;10940;Dorpspartij;781;1;
Ermelo;G0233;10732;CDA;3262;6;
Ermelo;G0233;10732;Progressief Ermelo;2395;4;
Ermelo;G0233;10732;ChristenUnie;2199;4;
Ermelo;G0233;10732;BurgerBelangen Ermelo;2006;3;
Ermelo;G0233;10732;Staatkundig Gereformeerde Partij (SGP);1604;2;
Ermelo;G0233;10732;VVD;1504;2;
Ermelo;G0233;10732;Ermelo-Liberaal;526;;
Ermelo;G0233;10732;Groep Hop;151;;
Etten-Leur;G0777;10750;APB;3643;6;
Etten-Leur;G0777;10750;CDA;3241;6;
Etten-Leur;G0777;10750;Ons Etten-Leur;2993;5;
Etten-Leur;G0777;10750;VVD;1862;3;
Etten-Leur;G0777;10750;GROENLINKS;1455;2;
Etten-Leur;G0777;10750;Democraten 66 (D66);1335;2;
Etten-Leur;G0777;10750;Leefbaar Etten-Leur;1209;2;
Etten-Leur;G0777;10750;Partij van de Arbeid (P.v.d.A.);917;1;
Geertruidenberg;G0779;10101;Keerpunt74;1985;5;
Geertruidenberg;G0779;10101;Lokaal+;1723;4;
Geertruidenberg;G0779;10101;Morgen!;1425;3;
Geertruidenberg;G0779;10101;CDA;1331;3;
Geertruidenberg;G0779;10101;VVD;1174;2;
Geertruidenberg;G0779;10101;Blanco lijst 7;749;1;
Geertruidenberg;G0779;10101;Democraten 66 (D66);414;1;
Geldrop-Mierlo;G1771;10529;CDA;3285;5;
Geldrop-Mierlo;G1771;10529;Democratische Groepering Geldrop;2960;5;
Geldrop-Mierlo;G1771;10529;VVD;2238;4;
Geldrop-Mierlo;G1771;10529;DPM (Dorpspartij Mierlo);2142;3;
Geldrop-Mierlo;G1771;10529;GROENLINKS;1869;3;
Geldrop-Mierlo;G1771;10529;Democraten 66 (D66);1293;2;
Geldrop-Mierlo;G1771;10529;SAMEN;1232;2;
Geldrop-Mierlo;G1771;10529;Partij van de Arbeid (P.v.d.A.);1040;1;
Gemert-Bakel;G1652;10277;CDA;5539;11;
Gemert-Bakel;G1652;10277;Lokale Realisten & D66;2292;4;
Gemert-Bakel;G1652;10277;Dorpspartij;2276;4;
Gemert-Bakel;G1652;10277;SP (Socialistische Partij);1782;3;
Gemert-Bakel;G1652;10277;VVD;812;1;
Gemert-Bakel;G1652;10277;Partij van de Arbeid (P.v.d.A.);406;;
Gennep;G0907;10542;CDA;2369;5;
Gennep;G0907;10542;SP (Socialistische Partij);1611;4;
Gennep;G0907;10542;VVD;1478;3;
Gennep;G0907;10542;Democraten 66 (D66);1236;3;
Gennep;G0907;10542;Partij van de Arbeid (P.v.d.A.);899;2;
Gilze en Rijen;G0784;11375;Kern'75;2424;5;
Gilze en Rijen;G0784;11375;Gemeentebelang;2409;5;
Gilze en Rijen;G0784;11375;CDA;2104;4;
Gilze en Rijen;G0784;11375;VVD;1878;3;
Gilze en Rijen;G0784;11375;Partij van de Arbeid (P.v.d.A.);1280;2;
Gilze en Rijen;G0784;11375;Democraten 66 (D66);1047;2;
Goeree-Overflakkee;G1924;11067;Staatkundig Gereformeerde Partij (SGP);5581;7;
Goeree-Overflakkee;G1924;11067;Vitale Kernen Goeree Overflakkee;5463;6;
Goeree-Overflakkee;G1924;11067;CDA;3565;4;
Goeree-Overflakkee;G1924;11067;VVD;2891;3;
Goeree-Overflakkee;G1924;11067;Partij van de Arbeid (P.v.d.A.);2693;3;
Goeree-Overflakkee;G1924;11067;ChristenUnie;2490;3;
Goeree-Overflakkee;G1924;11067;Eiland van Vrijheid;1721;2;
Goeree-Overflakkee;G1924;11067;Blanco lijst 10;1568;1;
Goeree-Overflakkee;G1924;11067;Goeree Overflakkee Samen (GOS);353;;
Goeree-Overflakkee;G1924;11067;JEZUS LEEFT;116;;
Goes;G0664;10674;CDA;3579;5;
Goes;G0664;10674;VVD;2847;4;
Goes;G0664;10674;SGP-ChristenUnie;2517;4;
Goes;G0664;10674;NG (Nieuw Goes);1879;3;
Goes;G0664;10674;Partij van de Arbeid (P.v.d.A.);1540;2;
Goes;G0664;10674;GROENLINKS;1493;2;
Goes;G0664;10674;Partij voor Goes;1354;2;
Goes;G0664;10674;Democraten 66 (D66);1275;2;
Goes;G0664;10674;SP (Socialistische Partij);1106;1;
Goirle;G0785;10971;Lijst Riel-Goirle;2241;4;
Goirle;G0785;10971;CDA;1639;3;
Goirle;G0785;10971;Pro Actief Goirle;1480;3;
Goirle;G0785;10971;VVD;1474;3;
Goirle;G0785;10971;SP (Socialistische Partij);1144;2;
Goirle;G0785;10971;Democraten 66 (D66);1060;2;
Goirle;G0785;10971;Partij van de Arbeid (P.v.d.A.);641;1;
Goirle;G0785;10971;Arbeiderspartij Goirle-Riel;510;1;
Gooise Meren;G1942;10281;VVD;5580;7;
Gooise Meren;G1942;10281;Democraten 66 (D66);3630;4;
Gooise Meren;G1942;10281;Goois Democratisch Platform (GDP);3547;4;
Gooise Meren;G1942;10281;Hart voor BNM (BussumNaardenMuiden);3377;4;
